850	100,632235																														9,696419		9,064184
849	100,421408																														9,334896		8,913488
848	100,053931																														9,462583		9,408652
847	99,687668																														9,718799		10,031131
846	99,718338																														9,748883		10,030545
845	99,584771																														9,579317		9,994546
844	100,27038																														9,41044		9,14006
843	99,708608																														9,432984		9,724376
842	99,741391																														9,426175		9,684784
841	99,342933																														9,489228		10,146295
840	99,598163																														9,637583		10,03942
839	100,575734																														9,752064		9,17633
838	99,700014																														9,652136		9,952122
837	99,518546																														9,618796		10,10025
836	99,825951																														9,658216		9,832265
835	100,05588																														9,67185		9,61597
834	100,295676																														9,695049		9,399373
833	99,890459																														9,711482		9,821023
832	100,011443																														9,630716		9,619273
831	99,974373																														9,510843		9,53647
830	100,237136																														9,584797		9,347661
829	99,72373																														9,607726		9,883996
828	99,685415																														9,602537		9,917122
827	99,911117																														9,540137		9,62902
826	99,747169																														9,520252		9,773083
825	100,314474																														9,49524		9,180766
824	100,27544																														9,525376		9,249936
823	100,224503																														9,470653		9,24615
822	99,724121																														9,474342		9,750221
821	100,404034																														9,510923		9,106889
820	100,443642																														9,478643		9,035001
819	100,376636																														9,445642		9,069006
818	100,340169																														9,291265		8,951096
817	100,158016																														9,325493		9,167477
816	99,758478																														9,337973		9,579495
815	100,018333																														9,287304		9,268971
814	99,990851																														9,22634		9,235489
813	99,539198																														9,237468		9,69827
812	99,756017																														9,221594		9,465577
811	100,157898																														9,203614		9,045716
810	99,864228																														9,21709		9,352862
809	100,011904																														9,167182		9,155278
808	100,042223																														9,065131		9,022908
807	99,658543																														9,104718		9,446175
806	99,924129																														9,062627		9,138498
805	99,809469																														8,982342		9,172873
804	100,133066																														8,986811		8,853745
803	99,947089																														9,005002		9,057913
802	100,174416																														8,976198		8,801782
801	99,853311																														8,937188		9,083877
800	99,736445																														8,88635		9,149905
799	99,818108																														8,873336		9,055228
798	100,019172																														8,868504		8,849332
797	99,99584																														8,840654		8,844814
796	99,834318																														8,794232		8,959914
795	100,070257																														8,761735		8,691478
794	99,793844																														8,742377		8,948533
793	99,912827																														8,696842		8,784015
792	99,828924																														8,669735		8,840811
791	99,893176																														8,679372		8,786196
790	99,865877																														8,628172		8,762295
789	99,997064																														8,614436		8,617372
788	99,99453																														8,559151		8,564621
787	100,086058																														8,553985		8,467927
786	99,989061																														8,540065		8,551004
785	100,086245																														8,53724		8,450995
784	99,915168																														8,454196		8,539028
783	99,73339																														8,427498		8,694108
782	99,957235																														8,397329		8,440094
781	99,938288																														8,361728		8,42344
780	99,932162																														8,336219		8,404057
779	100,136363																														8,334279		8,197916
778	99,933602																														8,312846		8,379244
777	99,938702																														8,289416		8,350714
776	100,000203																														8,259889		8,259686
775	99,949259																														8,235413		8,286154
774	99,820399																														8,218026		8,397627
773	100,132832																														8,187068		8,054236
772	100,055249																														8,17247		8,117221
771	99,874427																														8,137524		8,263097
770	99,68959																														8,085231		8,395641
769	99,793469																														8,080127		8,286658
768	99,965993																														8,033072		8,067079
767	100,115805																														8,049309		7,933504
766	100,010235																														8,008443		7,998208
765	99,987841																														7,985429		7,997588
764	100,114635																														7,957474		7,842839
763	100,051808																														7,909665		7,857857
762	100,045223																														7,904257		7,859034
761	99,980939																														7,881522		7,900583
760	99,929739																														7,849425		7,919686
759	100,038867																														7,808285		7,769418
758	99,922175																														7,771249		7,849074
757	99,93309																														7,80618		7,87309
756	99,919806																														7,76691		7,847104
755	99,828897																														7,703386		7,874489
754	99,809638																														7,68738		7,877742
753	99,993504																														7,660383		7,666879
752	99,980618																														7,635301		7,654683
751	100,069962																														7,634233		7,564271
750	100,009641																														7,599324		7,589683
749	99,959724																														7,581039		7,621315
748	99,998883																														7,569584		7,570701
747	100,067076																														7,537486		7,47041
746	100,226358																														7,524126		7,297768
745	100,202817																														7,499647		7,29683
744	100,038926																														7,456689		7,417763
743	99,989329																														7,429919		7,44059
742	99,990036																														7,4074		7,417364
741	99,920305																														7,375203		7,454898
740	100,027874																														7,349123		7,321249
739	100,066862																														7,318458		7,251596
738	99,912075																														7,29046		7,378385
737	99,96611																														7,26869		7,30258
736	99,939165																														7,244363		7,305198
735	99,816998																														7,23188		7,414882
734	99,883729																														7,214791		7,331062
733	99,877474																														7,183254		7,30578
732	99,894778																														7,15512		7,260342
731	99,89132																														7,135793		7,244473
730	99,956886																														7,117544		7,160658
729	100,040674																														7,086434		7,04576
728	99,962997																														7,059262		7,096265
727	99,855085																														7,034709		7,179624
726	99,936954																														7,010789		7,073835
725	99,953735																														6,996265		7,04253
724	99,96518																														6,966942		7,001762
723	99,915607																														6,939834		7,024227
722	99,9154																														6,917996		7,002596
721	100,000715																														6,892703		6,891988
720	100,023493																														6,871738		6,848245
719	99,932106																														6,867053		6,934947
718	100,067865																														6,82234		6,754475
717	100,128461																														6,801789		6,673328
716	100,058409																														6,782442		6,724033
715	100,071202																														6,761869		6,690667
714	99,993966																														6,747063		6,753097
713	99,88997																														6,700657		6,810687
712	99,766949																														6,680193		6,913244
711	99,927143																														6,680153		6,75301
710	100,03541																														6,648314		6,612904
709	100,073415																														6,615791		6,542376
708	100,105564																														6,602071		6,496507
707	100,055209																														6,593697		6,538488
706	100,022119																														6,564332		6,542213
705	100,028472																														6,524778		6,496306
704	100,000307																														6,502701		6,502394
703	100																														6,499975		6,499975
702	100,002665																														6,469782		6,467117
701	99,957556																														6,426267		6,468711
700	99,89269																														6,389512		6,496822
699	99,849028																														6,382556		6,533528
698	99,874598																														6,378888		6,50429
697	99,878465																														6,346762		6,468297
696	99,819074																														6,325749		6,506675
695	99,904703																														6,314119		6,409416
694	99,941799																														6,286696		6,344897
693	99,865038																														6,263881		6,398843
692	99,900636																														6,237849		6,337213
691	99,979142																														6,208882		6,22974
690	99,919772																														6,184461		6,264689
689	99,882368																														6,150639		6,268271
688	99,892198																														6,111243		6,219045
687	99,845628																														6,084357		6,238729
686	99,832403																														6,072993		6,24059
685	99,985714																														6,057009		6,071295
684	99,974514																														6,034092		6,059578
683	100,018197																														6,030362		6,012165
682	100,045563																														6,013566		5,968003
681	100,001234																														5,991221		5,989987
680	100,020682																														5,972176		5,951494
679	99,923481																														5,95091		6,027429
678	99,858218																														5,92155		6,063332
677	99,889047																														5,909282		6,020235
676	99,917637																														5,88652		5,968883
675	99,899946																														5,861025		5,961079
674	99,909662																														5,839532		5,92987
673	99,935765																														5,823023		5,887258
672	99,991145																														5,820874		5,829729
671	100,03182																														5,79045		5,75863
670	100,05088																														5,780653		5,729773
669	99,962725																														5,770154		5,807429
668	100,010504																														5,745861		5,735357
667	100,036365																														5,731584		5,695219
666	99,967854																														5,736175		5,768321
665	100,006286																														5,709805		5,703519
664	99,994849																														5,692773		5,697924
663	100,019367																														5,672339		5,652972
662	99,993202																														5,651775		5,658573
661	100,019677																														5,633455		5,613778
660	100,010408																														5,624682		5,614274
659	99,953111																														5,616099		5,662988
658	100,03299																														5,593081		5,560091
657	100,047435																														5,577073		5,529638
656	99,961661																														5,561115		5,599454
655	99,983716																														5,550231		5,566515
654	99,998454																														5,528433		5,529979
653	99,893227																														5,498814		5,605587
652	99,843555																														5,477539		5,633984
651	99,891547																														5,471398		5,579851
650	99,991543																														5,467504		5,475961
649	99,991646																														5,446627		5,454981
648	99,948979																														5,420953		5,471974
647	99,980826																														5,394155		5,413329
646	99,96443																														5,376671		5,412241
645	99,924979																														5,358361		5,433382
644	99,95794																														5,346263		5,388323
643	100,022786																														5,33181		5,309024
642	99,95237																														5,315638		5,363268
641	99,970713																														5,287202		5,316489
640	100,029488																														5,258247		5,228759
639	100,015986																														5,231321		5,215335
638	100,038367																														5,23004		5,191673
637	100,012881																														5,204967		5,192086
636	100,067004																														5,187364		5,12036
635	100,001031																														5,162077		5,161046
634	100,009691																														5,146421		5,13673
633	100,048887																														5,129969		5,081082
632	100,011649																														5,111901		5,100252
631	99,959308																														5,087173		5,127865
630	99,961577																														5,067997		5,10642
629	100,063276																														5,048308		4,985032
628	99,981968																														5,03338		5,051412
627	100,005668																														5,012933		5,007265
626	99,984229																														4,989656		5,005427
625	100,134671																														4,978892		4,844221
624	100,111718																														4,962697		4,850979
623	99,978895																														4,94295		4,964055
622	99,848259																														4,904485		5,056226
621	99,97797																														4,888763		4,910793
620	99,999691																														4,871379		4,871688
619	100,03109																														4,863445		4,832355
618	100,005145																														4,838834		4,833689
617	99,915044																														4,816593		4,901549
616	100,01626																														4,792842		4,776582
615	100,06615																														4,768038		4,701888
614	99,957019																														4,753253		4,796234
613	99,888065																														4,744651		4,856586
612	100,034253																														4,709239		4,674986
611	99,962083																														4,706079		4,743996
610	99,970408																														4,683164		4,712756
609	100,004729																														4,669914		4,665185
608	100,011306																														4,638504		4,627198
607	100,02732																														4,621057		4,593737
606	100,045517																														4,618396		4,572879
605	99,985005																														4,583927		4,598922
604	99,876366																														4,56112		4,684754
603	100,038913																														4,542505		4,503592
602	99,980709																														4,528561		4,547852
601	100,066282																														4,505765		4,439483
600	100,008108																														4,496954		4,488846
599	99,966782																														4,476054		4,509272
598	99,915267																														4,469346		4,554079
597	99,98042																														4,432835		4,452415
596	100,049306																														4,41479		4,365484
595	100,002356																														4,403641		4,401285
594	100,013933																														4,379206		4,365273
