850	85,152854
849	85,240048
848	83,97677
847	84,622006
846	83,580732
845	83,88529
844	84,336147
843	84,342614
842	84,768179
841	84,100847
840	83,777128
839	84,293094
838	84,0325
837	83,599728
836	84,01024
835	83,771078
834	83,884756
833	83,850472
832	83,756448
831	83,759189
830	83,863295
829	83,984433
828	83,342233
827	83,560285
826	83,415759
825	83,690203
824	83,756268
823	83,456997
822	83,510801
821	83,732627
820	83,665844
819	83,462438
818	83,197674
817	83,265583
816	82,959433
815	83,192695
814	82,983383
813	83,007106
812	82,936737
811	83,139968
810	82,944261
809	83,074727
808	82,863861
807	82,647
806	82,760522
805	82,610563
804	82,76606
803	82,682002
802	82,75188
801	82,684263
800	82,536875
799	82,396974
798	82,492453
797	82,416913
796	82,43719
795	82,395426
794	82,218073
793	82,163861
792	81,942233
791	81,939154
790	82,070303
789	82,163087
788	81,992475
787	81,953502
786	81,906309
785	82,007836
784	81,843315
783	81,746693
782	81,789318
781	81,461593
780	81,775905
779	81,800241
778	81,505158
777	81,577063
776	81,381178
775	81,354204
774	81,148899
773	81,331342
772	81,37303
771	81,368555
770	81,122758
769	81,042008
768	80,977361
767	81,085487
766	80,933445
765	80,876777
764	80,903179
763	80,849213
762	80,866088
761	80,809322
760	80,785784
759	80,760948
758	80,620632
757	80,421493
756	80,434099
755	80,486553
754	80,353539
753	80,341298
752	80,32749
751	80,313745
750	80,161849
749	80,050036
748	80,128851
747	80,067523
746	80,075751
745	80,076855
744	79,970059
743	79,845794
742	79,800357
741	79,650645
740	79,704228
739	79,686656
738	79,606555
737	79,568959
736	79,397549
735	79,260465
734	79,19526
733	79,191799
732	79,220011
731	79,1788
730	79,100013
729	79,061401
728	79,059927
727	79,023361
726	79,040778
725	79,009877
724	78,895259
723	78,792514
722	78,702082
721	78,702692
720	78,598278
719	78,438019
718	78,536372
717	78,546692
716	78,450935
715	78,30119
714	78,180807
713	78,144407
712	78,013748
711	77,986151
710	77,953507
709	77,959377
708	77,930408
707	77,795566
706	77,676069
705	77,640641
704	77,548496
703	77,510646
702	77,516536
701	77,433635
700	77,302119
699	77,27399
698	77,20894
697	77,048159
696	76,998433
695	76,932585
694	76,928525
693	76,86186
692	76,784288
691	76,846744
690	76,74571
689	76,609897
688	76,559535
687	76,472514
686	76,374616
685	76,367028
684	76,270488
683	76,272415
682	76,193914
681	76,060931
680	76,017657
679	75,954973
678	75,842803
677	75,757105
676	75,659288
675	75,550117
674	75,598564
673	75,57958
672	75,480868
671	75,395711
670	75,337904
669	75,227097
668	75,152173
667	75,075641
666	74,99508
665	75,020609
664	74,915578
663	74,8137
662	74,731925
661	74,652339
660	74,519933
659	74,469765
658	74,459125
657	74,393496
656	74,285034
655	74,17265
654	74,077357
653	74,069085
652	73,958372
651	73,916195
650	73,838072
649	73,746501
648	73,617576
647	73,550436
646	73,48234
645	73,364833
644	73,369401
643	73,298676
642	73,247683
641	73,143457
640	73,014457
639	72,991791
638	72,921041
637	72,720322
636	72,692787
635	72,626364
634	72,536302
633	72,515747
632	72,390004
631	72,221948
630	72,206313
629	72,109198
628	71,990755
627	71,869828
626	71,884467
625	71,844368
624	71,670176
623	71,488856
622	71,35165
621	71,322876
620	71,302477
619	71,199101
618	71,144599
617	71,005097
616	70,962922
615	70,824199
614	70,722258
613	70,59745
612	70,59117
611	70,422056
610	70,350102
609	70,257796
608	70,142547
607	70,00226
606	69,948421
605	69,913204
604	69,729165
603	69,714819
602	69,558093
601	69,442694
600	69,450295
599	69,289745
598	69,137729
597	69,071434
596	68,987196
595	68,808369
594	68,781791
593	68,604595
592	68,558056
591	68,421279
590	68,263122
589	68,242822
588	68,060435
587	67,958642
586	67,859956
585	67,718509
584	67,657796
583	67,50334
582	67,383746
581	67,206158
580	67,158218
579	67,114834
578	66,91751
577	66,754913
576	66,642878
575	66,542835
574	66,442124
573	66,321161
572	66,172534
571	66,028592
570	65,921958
569	65,72663
568	65,598264
567	65,44204
566	65,289884
565	65,243478
564	65,135521
563	64,964866
562	64,780632
561	64,597524
560	64,531673
559	64,384315
558	64,22316
557	64,055236
556	63,853671
555	63,739541
554	63,644243
553	63,545517
552	63,353636
551	63,224649
550	63,037226
549	62,922237
548	62,713611
547	62,665903
546	62,483535
545	62,305951
544	62,203309
543	62,011837
542	61,826744
541	61,687794
540	61,556207
539	61,437058
538	61,304541
537	61,088573
536	60,899754
535	60,83074
534	60,643181
533	60,502152
532	60,344744
531	60,184784
530	60,005179
529	59,889952
528	59,715609
527	59,547583
526	59,39542
525	59,228822
524	59,09001
523	58,936003
522	58,778293
521	58,609091
520	58,451597
519	58,272184
518	58,070252
517	57,916387
516	57,746717
515	57,593264
514	57,416551
513	57,243272
512	57,082131
511	56,935539
510	56,742745
509	56,573487
508	56,408694
507	56,248443
506	56,06661
505	55,903981
504	55,727314
503	55,529242
502	55,392525
501	55,208758
